ccode,leaderid,country,year,current_leader,leader_id,current_leader_start_month,current_leader_start_year,current_leader_end_month,current_leader_end_year,current_p_name,create,partyage,persparty,v2paseatshare,v2exl_legitideol,v2exl_legitlead,v2exl_legitperf,gwf_duration,lpop,gdppc,l12gr,oilgasrentsgdp,priormil,pres,ivdem,leadertimeinpower,dem1990,iv2xps_party,ipolarization,iv2juhcind,iv2x_libdem,iv2x_partipdem,iv2xpa_illiberal,iv2xpa_popul,iv2paclient,iv2paind,iv2parelig,iv2pariglef,iv2paseat,demcollapse
732,732-5-2017,South Korea,2020,Moon Jae-in,732-5-2017,3,2017,99,9999,Democratic Party (NPAD),1,3,.70238376,41,-1.603,-1.375,1.559,33,17.762526,.17681895,2.2303925,,1,1,.86799997,2,.66600001,.88599998,.51800001,1.691,.77700001,.59500003,.086000003,.52399999,-.80500001,-.37200001,1.75,-.65200001,41,0
740,740-8-1989,Japan,1991,Toshiki Kaifu,740-8-1989,8,1989,11,1991,Liberal Democratic Party (LDP),0,34,.50618774,53.7,-.5620000000000001,-1.923,-.115,45,18.635502,.17136826,4.4924831,.0026900093,0,0,.83499998,0,.83499998,.77600002,-1.763,.109,.75,.551,.115,.074000001,2.0150001,.061000001,1.2539999,1.473,53.700001,0
740,740-11-1991,Japan,1993,Kiichi Miyazawa,740-11-1991,11,1991,8,1993,Liberal Democratic Party (LDP),0,36,.45803508,43.6,-.5620000000000001,-1.923,-.115,47,18.642456,.17105141,1.7432362,.0022350596,0,0,.83399999,1,.83499998,.77600002,-1.763,.109,.75,.54900002,.115,.074000001,2.0150001,.061000001,1.2539999,1.473,53.700001,0
740,740-8-1993,Japan,1994,Morihiro Hosokawa,740-8-1993,8,1993,4,1994,Japan New Party (JNP),1,1,.81250143,6.8,-.5620000000000001,-1.923,-.115,48,18.645247,.17165883,-.18273163,.0016771255,0,0,.83499998,0,.83499998,.796,-1.763,.109,.75,.54900002,.105,.62199998,-1.316,1.536,1.686,.48699999,6.8000002,0
740,740-6-1994,Japan,1995,Tomiichi Murayama,740-6-1994,6,1994,1,1996,Japan Socialist Party (JSP),0,49,.26405263,13.7,-.5620000000000001,-1.923,-.115,49,18.647593,.17369848,-.064195849,.0016736698,0,0,.83600003,0,.83499998,.73500001,-2.075,.109,.75400001,.54699999,.089000002,.32699999,-.51099998,-.48100001,1.692,-1.786,13.7,0
740,740-1-1996,Japan,1998,Ryutaro Hashimoto,740-1-1996,1,1996,7,1998,Liberal Democratic Party (LDP),0,41,.45803508,47.8,-.5620000000000001,-1.923,-.115,52,18.654963,.17548528,1.8205236,.0014227885,0,0,.83600003,2,.83499998,.73500001,-2.075,.109,.75400001,.55599999,.17299999,.074000001,1.0319999,.061000001,1.2539999,1.232,47.799999,0
740,740-7-1998,Japan,2000,Keizō Obuchi,740-7-1998,7,1998,4,2000,Liberal Democratic Party (LDP),0,43,.45803508,48.5,-.5620000000000001,-1.923,-.115,54,18.658461,.17728686,-1.0269923,.0029549864,0,0,.833,1,.83499998,.73500001,-2.075,.109,.75199997,.55199999,.17299999,.074000001,1.0319999,.061000001,1.2539999,1.232,47.799999,0
740,740-4-2000,Japan,2001,Yoshirō Mori,740-4-2000,4,2000,4,2001,Liberal Democratic Party (LDP),0,45,.51865578,48.5,-.5620000000000001,-1.923,-.115,55,18.66087,.17741492,1.0385753,.0027259008,0,0,.833,0,.83499998,.73500001,-2.075,.109,.75300002,.55000001,.154,.074000001,1.006,-.46200001,1.2539999,1.469,48.5,0
740,740-4-2001,Japan,2006,Junichiro Koizumi,740-4-2001,4,2001,9,2006,Liberal Democratic Party (LDP),0,46,.21162806,61.7,-.5620000000000001,-1.923,-.115,60,18.666399,.18311614,1.9730315,.0068099028,0,0,.833,4,.83499998,.75800002,-2.075,.109,.75300002,.55000001,.154,.074000001,1.006,-.46200001,1.2539999,1.469,48.5,0
740,740-9-2006,Japan,2007,Shinzo Abe,740-9-2006,9,2006,9,2007,Liberal Democratic Party (LDP),0,51,.21162806,61.7,-.5620000000000001,-1.923,-.115,61,18.667549,.18436386,1.5512335,.0076111155,0,0,.83899999,0,.83499998,.81099999,-2.075,.109,.759,.55800003,.32100001,.177,-.059,2.901,1.2539999,2.8369999,61.700001,0
740,740-9-2007,Japan,2008,Yasuo Fukuda,740-9-2007,9,2007,9,2008,Liberal Democratic Party (LDP),0,52,.21162806,61.7,-.5620000000000001,-1.923,-.115,62,18.668034,.18318745,1.3377748,.0089159394,0,0,.83899999,0,.83499998,.81099999,-2.075,.109,.759,.55800003,.32100001,.177,-.059,2.901,1.2539999,2.8369999,61.700001,0
740,740-9-2008,Japan,2009,Tarō Asō,740-9-2008,9,2008,9,2009,Liberal Democratic Party (LDP),0,53,.21162806,24.8,-.5620000000000001,-1.923,-.115,63,18.667908,.17790751,.04765619,.006893056,0,0,.83999997,0,.83499998,.81099999,-2.075,.109,.759,.55699998,.23,.105,-.64099997,.0080000004,1.2539999,1.781,24.799999,0
740,740-9-2009,Japan,2010,Yukio Hatoyama,740-9-2009,9,2009,6,2010,Democratic Party of Japan (DPJ),1,13,.70238376,64.2,-.5620000000000001,-1.923,-.115,64,18.668087,.18149987,-3.4767811,.0057810373,0,0,.84299999,0,.83499998,.81099999,-2.075,.109,.76200002,.55699998,.156,.699,.47999999,.50099999,1.253,-.177,64.199997,0
740,740-6-2010,Japan,2011,Naoto Kan,740-6-2010,6,2010,9,2011,Democratic Party of Japan (DPJ),1,14,.59488547,64.2,-.5620000000000001,-1.923,-.115,65,18.666235,.18168966,-.80111462,.0073448177,0,0,.847,0,.83499998,.81099999,-2.075,.109,.76499999,.56099999,.156,.699,.47999999,.50099999,1.253,-.177,64.199997,0
740,740-9-2011,Japan,2012,Yoshihiko Noda,740-9-2011,9,2011,12,2012,Democratic Party of Japan (DPJ),1,15,.73520601,11.9,-.5620000000000001,-1.649,-.115,66,18.664639,.18308043,2.1442375,.0071953726,0,0,.847,0,.83499998,.80800003,-2.075,.109,.76499999,.56099999,.1,.41100001,-1.358,-.435,1.253,-1.2640001,11.9,0
740,740-12-2012,Japan,2020,Shinzo Abe,740-12-2012,12,2012,99,9999,Liberal Democratic Party (LDP),0,57,.21162806,60.4,-.442,-1.392,-.115,74,18.65049,.18538198,.62147456,,0,0,.84299999,7,.83499998,.81,-1.192,.109,.76300001,.56,.27000001,.163,-.0070000002,.271,1.2539999,1.964,61.299999,0
750,750-11-1990,India,1991,Chandra Shekhar,750-11-1990,11,1990,6,1991,Janata Dal-Socialist,1,0,.89065653,,-.234,-1.002,1.016,44,20.608162,.022967683,3.5497246,.76677138,0,0,.70300001,0,.70300001,.78899997,-.34799999,1.42,.55500001,.449,,,,,,,,0
750,750-6-1991,India,1996,P. V. Narasimha Rao,750-6-1991,6,1991,5,1996,Indian National Congress (INC),0,106,.2229524,25.8,-.234,-1.002,1.016,49,20.705473,.025545374,5.0680852,.72052705,0,0,.73500001,4,.70300001,.78899997,-.34799999,1.42,.57300001,.47,.121,.495,.62699997,-.57099998,-.206,-.003,42.700001,0
750,750-6-1996,India,1997,H. D. Deve Gowda,750-6-1996,6,1996,4,1997,Janata Dal (JD),1,8,.73206455,8.5,-.234,-1.002,1.016,50,20.724165,.025815114,5.530149,.67277902,0,0,.74599999,0,.70300001,.78899997,.315,1.42,.59799999,.49200001,.17299999,.63700002,1.258,-.76800001,-.111,.226,8.5,0
750,750-4-1997,India,1998,Indra Kumar Gujral,750-4-1997,4,1997,3,1998,Janata Dal (JD),0,9,.57136124,8.5,-.234,-1.002,.829,51,20.742561,.026357831,3.8267155,.43404996,0,0,.74699998,0,.70300001,.78899997,.315,1.42,.60100001,.49399999,.17299999,.63700002,1.258,-.76800001,-.111,.226,8.5,0
750,750-3-1998,India,2004,Atal Bihari Vajpayee,750-3-1998,3,1998,5,2004,Bharatiya Janata Party (BJP),1,18,.70238376,25.2,-.019,-1.002,1.229,57,20.84515,.029960446,4.0792904,.76182067,0,0,.75599998,5,.70300001,.78899997,.315,1.42,.60500002,.49900001,.52499998,.56,.73500001,-1.0319999,-2.609,1.863,33.5,0
750,750-5-2004,India,2014,Manmohan Singh,750-5-2004,5,2004,5,2014,Indian National Congress (INC),0,119,.2791509,8.1,.889,-.027,.574,67,20.982241,.03877398,4.6503739,.70059884,0,0,.73400003,9,.70300001,.78899997,-.102,1.42,.58499998,.48199999,.118,.49000001,.486,-.66900003,-.184,-.662,26.9,0
750,750-5-2014,India,2020,Narendra Modi,750-5-2014,5,2014,99,9999,Bharatiya Janata Party (BJP),0,34,.47973868,55.8,1.211,1.379,-.141,73,21.045353,.042399999,4.2128711,,0,0,.66600001,5,.70300001,.801,1.916,1.42,.54000002,.41,.773,.54900002,.51200002,1.301,-2.609,2.0999999,51.900002,0
770,770-11-1990,Pakistan,1993,Nawaz Sharif,770-11-1990,11,1990,7,1993,Pakistan Muslim League (PML),0,4,.72579235,35.3,-.767,.369,1.236,5,18.578424,.031286687,3.4182341,.49772337,1,0,.384,2,.384,.56,-1.046,-.60000002,.20999999,.219,.69400001,.33700001,.87699997,1.626,-2.2490001,.31900001,35.299999,0
770,770-10-1993,Pakistan,1996,Benazir Bhutto,770-10-1993,10,1993,11,1996,Pakistan People's Party (PPP),0,26,.54492342,43,-.767,.369,1.236,8,18.662445,.032053631,1.4906641,.55911797,1,0,.38299999,2,.384,.56,-1.046,-.109,.212,.213,.48500001,.57099998,1.777,1.464,-.38699999,-.51599997,43,0
770,770-11-1996,Pakistan,1997,Malik Meraj Khalid,770-11-1996,11,1996,2,1997,Pakistan People's Party (PPP),0,29,.47911665,8.699999999999999,-.767,.369,.528,9,18.691147,.03175677,1.98643,.54940832,1,0,.38299999,0,.384,.56,-1.243,-.33500001,.21799999,.20900001,.45100001,.60900003,1.7819999,1.423,.22,-.50599998,8.6999998,0
770,770-2-1997,Pakistan,1999,Nawaz Sharif,770-2-1997,2,1997,10,1999,Pakistan Muslim League-Nawaz (PML-N),1,4,.7883864,64.7,-.767,.484,1.116,11,18.74728,.031836197,-1.0863138,.57729578,1,0,.398,1,.384,.56,-1.243,-.67799997,.20999999,.206,.65700001,.35699999,.89700001,1.757,-2.25,.31900001,64.699997,1
770,770-9-2008,Pakistan,2013,Asif Ali Zardari,770-9-2008,9,2008,9,2013,Pakistan People's Party (PPP),0,41,.45803508,12.1,-.745,.244,.653,5,19.069149,.0359217,.94176191,1.0357847,1,0,.44400001,4,.384,.699,-1.048,.057999998,.244,.28099999,.37,.574,2.7320001,1.6210001,.22,-.46900001,36.799999,0
770,770-6-2013,Pakistan,2017,Nawaz Sharif,770-6-2013,6,2013,7,2017,Pakistan Muslim League-Nawaz (PML-N),1,20,.7883864,48.6,-1.032,.244,.792,9,19.152597,.038072739,2.9571893,.55716455,1,0,.463,3,.384,.70099998,-1.2460001,.90700001,.28799999,.29100001,.48300001,.39399999,1.1619999,1.766,-1.28,.287,48.599998,0
770,770-8-2017,Pakistan,2018,Shahid Khaqan Abbasi,770-8-2017,8,2017,5,2018,Pakistan Muslim League-Nawaz (PML-N),0,24,.50618774,24.3,-1.032,1.293,2.029,10,19.173174,.038767144,3.3659198,.70499426,1,0,.41600001,0,.384,.685,-1.2460001,.90700001,.264,.249,.53100002,.42899999,1.1339999,1.766,-1.28,.287,24.299999,0
770,770-8-2018,Pakistan,2020,Imran Khan,770-8-2018,8,2018,99,9999,Pakistan Tehreek-e-Insaf (PTI),1,22,.70238376,43.6,.312,1.333,1.01,12,19.213186,.038286876,1.4001082,,1,0,.39700001,1,.384,.71600002,-.94300002,.46799999,.25600001,.249,.60699999,.52600002,.713,2.2650001,-1.834,.70700002,43.599998,0
771,771-3-1991,Bangladesh,1996,Khaleda Zia,771-3-1991,3,1991,3,1996,Bangladesh Nationalist Party (BNP),0,13,.63375723,38.7,.5669999999999999,2.246,1.329,6,18.583223,.024201589,2.2958305,.16001675,0,0,.52600002,4,.49200001,.64200002,1.1950001,.55299997,.259,.252,.80500001,.29300001,1.495,1.939,-2.0239999,1.479,46.900002,0
771,771-6-1996,Bangladesh,2001,Sheikh Hasina Wazed,771-6-1996,6,1996,7,2001,Awami League (AL),0,47,.3042722,20.8,.584,2.246,1.329,11,18.683727,.025964726,2.9158523,.36702564,0,0,.52700001,4,.49200001,.64200002,1.1950001,.81300002,.27599999,.27399999,.92400002,.465,1.957,2.694,-1.006,.017999999,48.700001,0
771,771-10-2001,Bangladesh,2006,Khaleda Zia,771-10-2001,10,2001,10,2006,Bangladesh Nationalist Party (BNP),0,23,.54492342,64.8,.584,1.493,1.329,16,18.763712,.028451251,4.2595997,.74046475,0,0,.528,4,.49200001,.64200002,1.268,.56300002,.28,.27200001,.96200001,.294,1.363,1.939,-2.0239999,1.479,64.800003,0
771,771-1-2009,Bangladesh,2014,Sheikh Hasina Wazed,771-1-2009,1,2009,99,9999,Awami League (AL),0,60,.3042722,77,1.462,2.436,1.78,6,18.855818,.034421846,5.0472283,.64414734,1,0,.43799999,5,.49200001,,1.3559999,.096000001,.11,.127,.97500002,.23199999,1.957,2.694,-.55500001,.017999999,77.699997,1
780,780-11-1994,Sri Lanka,2005,Chandrika Kumaratunga,780-11-1994,11,1994,11,2005,Sri Lanka Freedom Party (SLFP),0,43,.45803508,,.288,-1.186,1.16,11,16.788229,.047379542,4.8039112,0,0,1,.56,10,.49399999,.76700002,.19400001,.69499999,.296,.27700001,.72100002,.51599997,1.284,1.291,-2.154,-.456,,0
780,780-11-2005,Sri Lanka,2010,Mahinda Rajapaksa,780-11-2005,11,2005,1,2015,Sri Lanka Freedom Party (SLFP),0,54,.21162806,,.9419999999999999,-.245,1.41,16,16.824245,.0543175,4.0092974,0,0,1,.477,4,.49399999,.76700002,.71799999,.69499999,.28299999,.248,.86900002,.55199999,1.262,.73100001,-1.844,-.98199999,,1
780,780-1-2015,Sri Lanka,2019,Maithripala Sirisena,780-1-2015,1,2015,11,2019,Sri Lanka Freedom Party (SLFP),0,69,.69632649,47.1,1.316,-.254,1.41,4,16.897558,.065000817,2.3045292,0,0,1,.60299999,,.49399999,,,,,,,,,,,,,0
780,780-11-2019,Sri Lanka,2020,Gotabaya Rajapaksa,780-11-2019,11,2019,99,9999,Sri Lanka Podujana Peramuna (SLPP),0,3,.78168726,,2.487,.17,1.964,5,16.902864,.063661188,1.9131858,,0,1,.58999997,0,.49399999,.62099999,.47299999,1.505,.435,.35499999,,,,,,,,0
790,790-5-1991,Nepal,1994,Girija Prasad Koirala,790-5-1991,5,1991,11,1994,Nepali Congress (NC),0,44,.63375723,40.5,-.048,.513,-1.154,3,16.861979,.022118807,1.1891261,0,0,0,.41,2,.366,.801,.79799998,.48199999,.30199999,.20900001,.36899999,.45199999,-.373,-1.539,-.94999999,1.234,53.700001,0
790,790-11-1994,Nepal,1995,Man Mohan Adhikari,790-11-1994,11,1994,9,1995,Communist Party of Nepal (Unified Marxist-Leninist)-CPN (UML),1,3,.70238376,42.9,-.048,.513,-1.154,4,16.887096,.022218339,3.2182119,0,0,0,.41,0,.366,.79900002,.94199997,.48199999,.33199999,.241,.57999998,.86500001,-.331,-2.24,.72899997,-1.952,42.900002,0
790,790-9-1995,Nepal,1997,Sher Bahadur Deuba,790-9-1995,9,1995,3,1997,Nepali Congress (NC),0,48,.26644966,40.5,-.048,.513,-1.154,6,16.932787,.022843234,1.8890913,0,0,0,.41100001,1,.366,.79900002,.88599998,.48199999,.32499999,.23899999,.37200001,.45199999,-.373,-1.087,-.94999999,.56199998,40.5,0
790,790-10-1997,Nepal,1998,Surya Bahadur Thapa,790-10-1997,10,1997,4,1998,Rashtriya Prajatantra Party (RPP),1,7,.86420029,9.800000000000001,-.048,.513,-1.154,7,16.953518,.022946106,2.8125439,0,0,0,.40200001,0,.366,.79900002,.88599998,.48199999,.31799999,.236,.528,.56300002,-.34999999,-.044,-2.098,1.3150001,9.8000002,0
790,790-4-1998,Nepal,1999,Girija Prasad Koirala,790-4-1998,4,1998,5,1999,Nepali Congress (NC),0,51,.3042722,54.7,-.048,.513,-1.154,8,16.972935,.023220362,1.8258039,0,0,0,.40099999,0,.366,.79900002,.88599998,.48199999,.31799999,.236,.37200001,.45199999,-.373,-1.087,-.30700001,.889,54.700001,0
790,790-5-1999,Nepal,2000,Krishna Prasad Bhattarai,790-5-1999,5,1999,3,2000,Nepali Congress (NC),0,52,.3042722,54.7,-.048,.513,-1.154,9,16.991108,.023712933,1.6537076,0,0,0,.39300001,0,.366,.79900002,.88599998,.48199999,.31400001,.23199999,.37200001,.45199999,-.373,-1.087,-.30700001,.889,54.700001,0
790,790-3-2000,Nepal,2001,Girija Prasad Koirala,790-3-2000,3,2000,7,2001,Nepali Congress (NC),0,53,.3042722,54.7,-.048,.513,-1.154,10,17.007923,.024072099,3.346144,0,0,0,.361,0,.366,.79900002,.88599998,1.064,.29800001,.222,.37200001,.45199999,-.373,-1.087,-.30700001,.889,54.700001,0
790,790-7-2001,Nepal,2002,Sher Bahadur Deuba,790-7-2001,7,2001,10,2002,Nepali Congress (NC),0,54,.21162806,54.7,1.175,1.345,-1.483,11,17.02335,.023901479,3.6699038,0,0,0,.35499999,0,.366,.79900002,.88599998,1.064,.29100001,.22400001,.37200001,.45199999,-.373,-1.087,-.30700001,.889,54.700001,1
790,790-4-2006,Nepal,2008,Girija Prasad Koirala,790-4-2006,8,2006,8,2008,Nepali Congress (NC),0,59,.3042722,18.3,-.255,-.461,-.349,2,17.098921,.026008667,2.1301756,0,0,0,.27200001,1,.366,.79900002,.88599998,.46700001,.219,.134,.37200001,.45199999,-.373,-1.087,-.30700001,.889,54.700001,0
790,790-8-2008,Nepal,2009,Pushpa Kamal Dahal,790-8-2008,8,2008,5,2009,Communist Party of Nepal (Maoist)-CPN (M),1,14,.70238376,36.6,-.255,-.461,-.349,3,17.107025,.026484115,3.5739875,0,0,0,.47,0,.366,.83999997,.66900003,.57300001,.41100001,.234,.59299999,.92900002,-.322,-1.528,.74199998,-2.878,36.599998,0
790,790-5-2009,Nepal,2011,Madhav Kumar Nepal,790-5-2009,5,2009,2,2011,Communist Party of Nepal (Unified Marxist-Leninist)-CPN (UML),0,18,.54492342,17.1,-.255,-.461,-.349,5,17.112873,.027493892,4.0013719,0,0,0,.55299997,1,.366,.83999997,.66900003,.57300001,.46599999,.27000001,.57700002,.76099998,-.331,-2.24,.72899997,-.84399998,17.1,0
790,790-8-2011,Nepal,2013,Baburam Bhattarai,790-8-2011,8,2011,3,2013,Unified Communist Party of Nepal (Maoist)-UCPN (M),1,2,.7705602,,-.255,-.461,-.349,7,17.108261,.028654374,3.9773185,0,0,0,.55400002,1,.366,.82200003,.898,.639,.46900001,.26800001,,,,,,,,0
790,790-2-2014,Nepal,2015,Sushil Koirala,790-2-2014,2,2014,10,2015,Nepali Congress (NC),0,67,.3042722,32.6,-.255,-.461,-.349,9,17.111904,.030029146,4.928782,0,0,0,.60900003,0,.366,.778,.898,.639,.484,.30399999,.37099999,.45199999,-.373,-1.516,-.30700001,.53500003,32.599998,0
790,790-10-2015,Nepal,2016,Khadga Prasad Sharma Oli,790-10-2015,10,2015,8,2016,Communist Party of Nepal (Unified Marxist-Leninist)-CPN (UML),0,24,.45803508,29.1,-.255,-.461,-.349,10,17.121058,.0299567,4.8052111,0,0,0,.625,0,.366,.81099999,.898,1.039,.51800001,.352,.55599999,.60900003,-.331,-2.24,.72899997,-.493,29.1,0
790,790-8-2016,Nepal,2017,Pushpa Kamal Dahal,790-8-2016,8,2016,6,2017,Unified Communist Party of Nepal (Maoist)-UCPN (M),0,7,.54492342,,-.255,-.461,-.067,11,17.13451,.031062804,1.5372018,0,0,0,.653,0,.366,.80599999,.898,1.038,.54400003,.37099999,,,,,,,,0
790,790-6-2017,Nepal,2018,Sher Bahadur Deuba,790-6-2017,6,2017,2,2018,Nepali Congress (NC),0,70,.21162806,23,-.255,-.461,-.067,12,17.151127,.031958282,3.5195489,0,0,0,.64499998,0,.366,.85799998,.90399998,1.038,.54000002,.43599999,.37099999,.45199999,-.373,-1.516,-.30700001,.53500003,23,0
790,790-2-2018,Nepal,2020,Khadga Prasad Sharma Oli,790-2-2018,2,2018,99,9999,Communist Party of Nepal (Unified Marxist-Leninist)-CPN (UML),0,27,.45803508,44.2,.131,-.852,-.067,14,17.187513,.032069664,5.2966118,,0,0,.62099999,1,.366,.84500003,.90399998,1.073,.505,.414,.53899997,.546,-.331,-1.5190001,.72899997,-.101,44.200001,0
800,800-8-1988,Thailand,1991,Chatichai Choonhavan,800-8-1988,8,1988,2,1991,Thai Nation Party,1,14,.66971302,24.4,1.084,1.44,1.111,3,17.862633,.05227083,10.020602,.27355769,1,0,.389,0,.389,.20299999,.31099999,.68300003,.27900001,.133,.93800002,.046,1.7180001,2.483,-2.0190001,2.4460001,24.4,1
800,800-9-1992,Thailand,1995,Chuan Leekpai,800-9-1992,9,1992,7,1995,Democrat Party,0,46,.26644966,22,1.084,1.225,1.111,3,17.900936,.059937473,7.1427722,.22428998,1,0,.426,2,.389,.20299999,.102,.68300003,.211,.115,.236,.38600001,2.461,.59600002,-.071000002,1.443,21.9,0
800,800-7-1995,Thailand,1996,Banharn Silpa-archa,800-7-1995,7,1995,11,1996,Thai Nation Party,0,21,.45803508,9.9,1.084,1.225,1.111,4,17.912024,.061267465,7.0275211,.29406017,1,0,.43700001,0,.389,.28600001,.102,.68300003,.329,.205,.87599999,.046,3.1389999,1.978,-2.0190001,2.4460001,9.8999996,0
800,800-11-1996,Thailand,1997,Chaovalit Yongchaiyut,800-11-1996,11,1996,11,1997,New Aspiration Party,1,6,.66971302,31.8,1.084,1.308,1.111,5,17.923866,.060061324,5.7655697,.38279563,1,0,.41999999,0,.389,.28600001,.102,.68300003,.30000001,.204,.46000001,.28400001,2.023,.98100001,.30199999,-1.194,31.799999,0
800,800-11-1997,Thailand,2001,Chuan Leekpai,800-11-1997,11,1997,2,2001,Democrat Party,0,51,.21162806,25.6,.252,1.415,1.824,9,17.967167,.060044721,3.3723388,.70517796,1,0,.52499998,3,.389,.41999999,.102,.68300003,.33199999,.221,.204,.30199999,2.461,.59600002,-.071000002,1.443,31.299999,0
800,800-2-2001,Thailand,2006,Thaksin Shinawatra,800-2-2001,2,2001,9,2006,Thai Rak Thai,1,3,.81250143,75.40000000000001,1.296,1.245,1.421,14,18.002321,.067850962,4.5391006,1.1581067,1,0,.56800002,4,.389,.63099998,-.21799999,.68300003,.43099999,.266,.054000001,.63499999,-.022,2.5550001,1.661,-1.154,49.599998,1
800,800-12-2008,Thailand,2011,Abhisit Vejjajiva,800-12-2008,12,2008,8,2011,Democrat Party,0,62,.3042722,31.8,1.012,1.305,1.322,4,18.02791,.071986407,2.8994224,1.2481618,1,0,.421,2,.389,.58099997,2.97,1.92,.35100001,.205,.83200002,.42899999,1.3839999,.59600002,-.071000002,1.443,34.200001,0
800,800-8-2011,Thailand,2014,Yingluck Shinawatra,800-8-2011,8,2011,5,2014,Pheu Thai Party,1,3,.81250143,53,1.391,1.786,1.143,7,18.041451,.075401604,4.4816265,1.1593814,1,0,.50400001,2,.389,.59100002,2.97,1.312,.38,.226,.057999998,.67000002,-.0099999998,.57800001,1.693,-1.13,53,1
820,820-5-2018,Malaysia,2020,Mohamad Mahathir,820-5-2018,5,2018,3,2020,Bersatu,1,2,.81250143,5.9,2.319,1.883,2.541,2,17.29262,.10303809,3.2479839,,0,0,.44600001,1,.38299999,.80900002,1.8839999,.50099999,.25799999,.23899999,.41,.61500001,.377,2.207,-1.288,-1,5.9000001,0
840,840-2-1986,Philippines,1992,Corazon Aquino,840-2-1986,2,1986,6,1992,Filipino Democratic Party-Laban (PDP-Laban),0,0,.69632649,,-1.488,-.315,-.239,6,17.990208,.040645238,-1.1947956,.061878469,0,1,.57599998,1,.57599998,.193,-1.363,.472,.43700001,.40599999,.146,.331,-1.706,.84200001,-.037999999,.42899999,21.5,0
840,840-6-1992,Philippines,1998,Fidel Ramos,840-6-1992,6,1992,6,1998,Lakas Kampi Christian Muslim Democrats (Lakas-NUCD),0,0,.71264988,54.7,-1.488,-.486,-.239,12,18.128616,.042151641,3.1509874,.0027358255,0,1,.56099999,5,.57599998,.193,-1.363,.80400002,.433,.396,.15700001,.347,-.458,1.758,-.42500001,1.651,21.4,0
840,840-6-1998,Philippines,2000,Joseph Estrada,840-6-1998,6,1998,1,2001,Struggle for the Nationalist Filipino Masses (LAMMP),1,0,.81250143,27.1,-1.488,-.486,-.239,14,18.172113,.042789172,-.79677767,.010607727,0,1,.58399999,1,.57599998,.20299999,-1.363,.80400002,.43000001,.40200001,.36700001,.74699998,2.602,2.197,.55900002,1.01,27.1,0
840,840-1-2001,Philippines,2010,Gloria Macapagal Arroyo,840-1-2001,1,2001,6,2010,Lakas Kampi Christian Muslim Democrats (Lakas-NUCD),0,9,.57136124,45.7,-1.488,-.238,-.089,24,18.358452,.049325533,1.2075021,.34776771,0,1,.58899999,9,.57599998,.20299999,-1.146,.80400002,.44800001,.405,.29800001,.32800001,.81800002,.442,-.963,1.6619999,42.599998,0
840,840-6-2010,Philippines,2016,Benigno Aquino III,840-6-2010,6,2010,6,2016,Liberal Party,0,64,.35122687,48.3,-1.381,.988,-.089,30,18.456663,.056280568,4.6464963,.13241227,0,1,.55199999,5,.57599998,.23100001,-1.39,1.192,.40900001,.36199999,.18799999,.69599998,-.55299997,-.37599999,.74199998,.98400003,19.6,0
840,840-6-2016,Philippines,2020,Rodrigo Duterte,840-6-2016,6,2016,99,9999,Filipino Democratic Party-Laban (PDP-Laban),0,30,.56882799,33.5,-.841,.988,-.071,34,18.512175,.057181034,4.7738428,,0,1,.53100002,3,.57599998,.192,-.824,.98299998,.384,.35800001,,,,,,,,0
850,850-10-1999,Indonesia,2001,Abdurrahman Wahid,850-10-1999,10,1999,7,2001,National Awakening Party (PKB),1,1,.81250143,11,-1.192,-.868,1.043,2,19.183481,.043695446,1.4383869,1.9163314,0,1,.67500001,1,.53899997,.648,.93699998,.92299998,.338,.26899999,.30899999,.50999999,1.0829999,-.59799999,-2.8,-.82599998,11,0
850,850-7-2001,Indonesia,2004,Megawati Sukarnoputri,850-7-2001,7,2001,10,2004,Indonesian Democratic Party for Struggle (PDI-P),1,3,.91128904,19.8,-1.192,-1.056,1.043,5,19.223963,.045919947,3.2335844,1.8437443,0,1,.67500001,2,.53899997,.67699999,.93699998,.92299998,.51200002,.426,.234,.73299998,.58399999,.20299999,1.072,-1.327,33.299999,0
850,850-10-2004,Indonesia,2014,Susilo Bambang Yudhoyono,850-10-2004,10,2004,10,2014,Democratic Party,1,2,.81250143,10.9,-.977,-1.056,1.129,15,19.357277,.0567214,4.3789568,1.3312651,0,1,.71499997,9,.53899997,.78399998,.93699998,1.117,.542,.44800001,.40799999,.35699999,.93199998,1.706,-.442,.219,10.2,0
850,850-10-2014,Indonesia,2020,Joko Widodo,850-10-2014,10,2014,99,9999,Indonesian Democratic Party for Struggle (PDI-P),0,16,.64567494,22.3,-.09,-.6929999999999999,.174,21,19.426899,.061293613,3.9296346,,0,1,.653,5,.53899997,.778,1.574,.92000002,.498,.43900001,.32800001,.66000003,1.5779999,.71100003,.107,-.99000001,19.5,0
900,900-3-1983,Australia,1991,Robert Hawke,900-3-1983,3,1983,12,1991,Australian Labor Party,0,65,.3042722,52.7,-1.617,-1.259,2.074,90,16.665291,.19076161,2.0865941,.55825776,0,0,.88800001,0,.88800001,.94,.041000001,3.069,.847,.67799997,.037,.31600001,-2.2420001,-1.478,1.8099999,-.80500001,52.700001,0
